2020-10-30 16:04:32.988 logback [http-nio-9999-exec-2] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:32.989 logback [http-nio-9999-exec-2] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:32.989 logback [http-nio-9999-exec-2] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:33.296 logback [http-nio-9999-exec-9] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:33.296 logback [http-nio-9999-exec-9] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:33.296 logback [http-nio-9999-exec-9] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:33.296 logback [http-nio-9999-exec-9] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:33.309 logback [http-nio-9999-exec-4] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:33.309 logback [http-nio-9999-exec-4] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis取出token-----------------:4d933973-7f06-42c3-98ae-b8330a136856
2020-10-30 16:04:33.309 logback [http-nio-9999-exec-4] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------redis_token和token相等----------------
2020-10-30 16:04:33.309 logback [http-nio-9999-exec-4] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------距离上次登录时间----------------:0s
2020-10-30 16:04:33.317 logback [http-nio-9999-exec-8] INFO  com.fz.zf.config.app.AuthInterceptor - ----------------前端传过来token----------------:4d933973-7f06-42c3-98ae-b8330a136856
